gokv_task_id;gokv_tasktype;gokv_ordered_date;mitglied_kvnr;mitglied_name;mitglied_vorname;mitglied_titel;mitglied_vswort;mitglied_zswort;mitglied_gebdat
5C414856526B11E78DEF549CF4B14D54;eka;16.06.2017;S101550376;Wötzosrr;Eckart;;;;13.05.1982
5C414857526B11E78DEF549CF4B14D54;eka;16.06.2017;D100671088;MIOLEIBRUSS;Bernd-Harald;;;;02.02.1986
5C414858526B11E78DEF549CF4B14D54;eka;16.06.2017;B101462788;TEGIO;Tatjana-Nathalie;;;;07.11.1984
5C414859526B11E78DEF549CF4B14D54;eka;16.06.2017;O100798461;Fordiii;Jolien-Mari;;;;05.02.1982
5C41485A526B11E78DEF549CF4B14D54;eka;16.06.2017;M101097371;SRRULOCH;Lara Franziska;;;;26.02.1961
5C416F60526B11E78DEF549CF4B14D54;eka;16.06.2017;L101716020;Jintnen;Emma Lucy;;;;18.12.1971
5C416F61526B11E78DEF549CF4B14D54;eka;16.06.2017;S101666271;Bockin;Wilhelmine;;;;07.05.1968
5C416F62526B11E78DEF549CF4B14D54;eka;16.06.2017;Z100628477;HÄGUT;Abdel Salam;;;;10.08.1960
5C416F63526B11E78DEF549CF4B14D54;eka;16.06.2017;A100046253;FÄRTH;Kira Kristin;;;;09.07.1944
5C416F64526B11E78DEF549CF4B14D54;eka;16.06.2017;C100351430;Rossinsfchd;Melanie Andrea;;;;06.05.1982
5C416F65526B11E78DEF549CF4B14D54;eka;16.06.2017;N101654526;BIKEONGHUVEN;Folkward;;;;22.02.1969
5C416F66526B11E78DEF549CF4B14D54;eka;16.06.2017;V101443855;GÄCHKIN;Kimberly;;;;07.06.1959
5C416F67526B11E78DEF549CF4B14D54;eka;16.06.2017;T101582502;Beäinsdürfer;Ricarda Antonia;;;;14.11.1982
5C416F68526B11E78DEF549CF4B14D54;eka;16.06.2017;O100367226;Hirdlend;Liana Marie;;;;15.09.1987
5C416F69526B11E78DEF549CF4B14D54;eka;16.06.2017;F100661094;Indipuls-Hornäng;Birgit Isabel;;;;28.03.1939
5C416F6A526B11E78DEF549CF4B14D54;eka;16.06.2017;G100529251;Läsrrke;Daniela Blanka Charlotte Katha;;;;11.09.1970
5C416F6B526B11E78DEF549CF4B14D54;eka;16.06.2017;D100033073;Greczak;Nils Erik;;;;21.01.1973
5C419670526B11E78DEF549CF4B14D54;eka;16.06.2017;F100739431;GRZIMBKE;Tom-Hendrik;;;;05.09.1984
5C419671526B11E78DEF549CF4B14D54;eka;16.06.2017;H101733256;Miarath;Greta Carlotta;;;;07.12.1949
5C419672526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101747583;Ivintmen;Rune Martin;;;;22.08.1960
5C419673526B11E78DEF549CF4B14D54;eka;16.06.2017;U101568644;REÄTSRRUH;Mert-Can;;;;22.10.1954
5C419674526B11E78DEF549CF4B14D54;eka;16.06.2017;O100145428;Wkedhurck;Ute von;;;;03.10.1941
5C419675526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100676983;Motiuglä;Arndt Christian;;;;17.04.1962
5C419676526B11E78DEF549CF4B14D54;eka;16.06.2017;C100717135;BRIÄM;Marc-Thilo;;;;06.11.1964
5C419677526B11E78DEF549CF4B14D54;eka;16.06.2017;T100104460;Nuldio;Dali;;;;01.06.1945
5C419678526B11E78DEF549CF4B14D54;eka;16.06.2017;U100928054;Roisei;Leyli;;;;22.08.1965
5C419679526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100124881;Klikeeo;Yuhani;;;;02.07.1956
5C41BD80526B11E78DEF549CF4B14D54;eka;16.06.2017;W100602715;Suworir;Ralph Christian;;;;19.02.1986
5C41BD81526B11E78DEF549CF4B14D54;eka;16.06.2017;V100351214;Tukgoiz;Genoveva;;;;13.06.1963
5C41BD82526B11E78DEF549CF4B14D54;eka;16.06.2017;P101026052;Prislewsel;Abdulaziz;;;;28.02.1990
5C41BD83526B11E78DEF549CF4B14D54;eka;16.06.2017;S101856678;KÄIHNREURR;Heinz-Henning;;;;30.12.1985
5C41BD84526B11E78DEF549CF4B14D54;eka;16.06.2017;X100771613;Nejafpuor Moosloo;Tim-Manuel;;;;07.01.1965
5C41BD85526B11E78DEF549CF4B14D54;eka;16.06.2017;T101981522;WUHLRETH;Lilian Georgina;;;;16.06.1978
5C41BD86526B11E78DEF549CF4B14D54;eka;16.06.2017;T100139856;GÄTSMOIDL;Kee Chang David;;;;17.03.1972
5C41BD87526B11E78DEF549CF4B14D54;eka;16.06.2017;S102017720;SRRÄLUILT;Almut Dorothea;;;;05.09.1970
5C41BD88526B11E78DEF549CF4B14D54;eka;16.06.2017;R101298125;EARUI;Yelizaveta;;;;09.09.1973
5C41BD89526B11E78DEF549CF4B14D54;eka;16.06.2017;S101216113;CILDTLEN;Theresa Maria;;;;15.03.1974
5C41BD8A526B11E78DEF549CF4B14D54;eka;16.06.2017;L100188647;MOKUTE;Coletta;;;;12.05.1987
5C41E490526B11E78DEF549CF4B14D54;eka;16.06.2017;D100441573;CINEN UEZBEKOR;Arne Klaus;;;;27.06.1949
5C41E491526B11E78DEF549CF4B14D54;eka;16.06.2017;B102004245;Deasi;Catherina;;;;22.12.1988
5C41E492526B11E78DEF549CF4B14D54;eka;16.06.2017;V101306920;Gibbe;Rebekah;;;;11.07.1944
5C41E493526B11E78DEF549CF4B14D54;eka;16.06.2017;Z100838837;Niämburg-Foegen;Susann;;;;04.10.1978
5C41E494526B11E78DEF549CF4B14D54;eka;16.06.2017;G101531611;Cepchlaru;Sandra Julia;;de;;19.12.1981
5C41E495526B11E78DEF549CF4B14D54;eka;16.06.2017;F100513370;Giosrr;Gabriele-Angela;;;;24.10.1965
5C41E496526B11E78DEF549CF4B14D54;eka;16.06.2017;U101814180;Rädinorr;Tarja Leena;;;;12.06.1941
5C41E497526B11E78DEF549CF4B14D54;eka;16.06.2017;V101320943;Hinfärth;Bertheide;;;;16.10.1937
5C41E498526B11E78DEF549CF4B14D54;eka;16.06.2017;M101530078;Rägend;Corsin;;;;27.03.2011
5C41E499526B11E78DEF549CF4B14D54;eka;16.06.2017;P101574800;Hülrorr;Mija;;;;16.03.1944
5C41E49A526B11E78DEF549CF4B14D54;eka;16.06.2017;K100115046;Wujtkowoek;Abdulaziz;;;;20.11.1964
5C420BA0526B11E78DEF549CF4B14D54;eka;16.06.2017;G101774019;Berhuämo;Bernd-Martin;;;;18.12.1968
5C420BA1526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100824280;Steäg;Volker Achim;;;;01.02.1938
5C420BA2526B11E78DEF549CF4B14D54;eka;16.06.2017;C100811134;GREHAM;Angela Frfr.;;;;01.06.1981
5C420BA3526B11E78DEF549CF4B14D54;eka;16.06.2017;H102000416;Läidke;Jan-Hinnerk;;;;09.01.1971
5C420BA4526B11E78DEF549CF4B14D54;eka;16.06.2017;R101748715;Srrüttnin;Enna;;;;13.09.1964
5C420BA5526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101615003;Peginckerren;Arianna Maria;;;;25.06.1952
5C420BA6526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101497125;SRRINER;Cassen;;;;16.11.1961
5C420BA7526B11E78DEF549CF4B14D54;eka;16.06.2017;C100598345;Tsrreoknin;Luise Hanna;;;;30.08.1951
5C420BA8526B11E78DEF549CF4B14D54;eka;16.06.2017;R101891224;Boswengin;Anton Benedikt;;;;09.04.1987
5C420BA9526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101033463;DENKSRRART;Marc-Thilo;;;;16.09.1964
5C420BAA526B11E78DEF549CF4B14D54;eka;16.06.2017;O100708132;Srrwebiäen;Marta Susana;;;;10.12.1984
5C420BAB526B11E78DEF549CF4B14D54;eka;16.06.2017;V101195303;Spenn;Wilhelmine;;;;17.03.1929
5C4232B0526B11E78DEF549CF4B14D54;eka;16.06.2017;J101689902;FLEÄG;Fynn Ansgar;;;;17.11.1960
5C4232B1526B11E78DEF549CF4B14D54;eka;16.06.2017;F101760691;MEAßIO;Stefan Valentin;;;;22.02.1944
5C4232B2526B11E78DEF549CF4B14D54;eka;16.06.2017;S101067116;Moheljivic;Henrike Alicia;;;;02.04.1965
5C4232B3526B11E78DEF549CF4B14D54;eka;16.06.2017;R100651769;Kerend;Jonte Thorbjörn;;;;14.02.1972
5C4232B4526B11E78DEF549CF4B14D54;eka;16.06.2017;C101300206;Volmer;Sibylle Irene;;;;09.09.1959
5C4232B5526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100912440;Erwins;Jörg Martin;;;;30.08.1992
5C4232B6526B11E78DEF549CF4B14D54;eka;16.06.2017;I101894664;SRRÄMB-FELK;Julia Stephanie;;;;16.09.1970
5C4232B7526B11E78DEF549CF4B14D54;eka;16.06.2017;D100715208;Noitsrr;Wilhelmine;;;;11.04.1960
5C4232B8526B11E78DEF549CF4B14D54;eka;16.06.2017;I100750048;Hewog;Ellen-Astrid;;;;13.07.1969
5C4232B9526B11E78DEF549CF4B14D54;eka;16.06.2017;X101928505;SKLEDNA;Wiro;;;;10.08.1973
5C4232BA526B11E78DEF549CF4B14D54;eka;16.06.2017;L101971649;KOISEWETTEN;Jens Herbert;;;;12.04.1943
5C4259C0526B11E78DEF549CF4B14D54;eka;16.06.2017;P100566955;Enginheäcken;Edi;;;;16.02.1989
5C4259C1526B11E78DEF549CF4B14D54;eka;16.06.2017;R101217392;Däjet;Tanase;;;;17.08.1970
5C4259C2526B11E78DEF549CF4B14D54;eka;16.06.2017;N101437060;DIDOSRR;Kang-Hyeb;;;;13.02.1953
5C4259C3526B11E78DEF549CF4B14D54;eka;16.06.2017;O101304743;Slyhfiwjw;Michael Karl;;;;19.03.1939
5C4259C4526B11E78DEF549CF4B14D54;eka;16.06.2017;G101164825;Storrlin-Nieder;Juri Sebastian;;;;08.04.1975
5C4259C5526B11E78DEF549CF4B14D54;eka;16.06.2017;G100255297;Vutzgribe;Hanna-Lena;;;;09.12.1954
5C4259C6526B11E78DEF549CF4B14D54;eka;16.06.2017;M100420820;GRUIOE;Mohammed;;;;16.02.1984
5C4259C7526B11E78DEF549CF4B14D54;eka;16.06.2017;U101618995;Grämpi;Lür;;;;08.03.1968
5C4259C8526B11E78DEF549CF4B14D54;eka;16.06.2017;E100097133;Neaend;Adrian Walter;;;;05.09.1978
5C4259C9526B11E78DEF549CF4B14D54;eka;16.06.2017;O101537748;Zoibke;Lara Sophia;;;;14.03.1943
5C4280D0526B11E78DEF549CF4B14D54;eka;16.06.2017;X100969385;Thärckun;Edi;;;;26.09.1954
5C4280D1526B11E78DEF549CF4B14D54;eka;16.06.2017;J100937884;MÄIFFKE;Sabine Claudia;;;;31.05.1970
5C4280D2526B11E78DEF549CF4B14D54;eka;16.06.2017;Q102010772;Höhnleän;Gerty;;;;05.09.2008
5C4280D3526B11E78DEF549CF4B14D54;eka;16.06.2017;E100636328;Jekomuv;Martin Jonathan;;;;22.05.1981
5C4280D4526B11E78DEF549CF4B14D54;eka;16.06.2017;K101068236;Möhrmeyer;Arne Klaus;;;;26.10.1963
5C4280D5526B11E78DEF549CF4B14D54;eka;16.06.2017;M101583535;PULZmeyer;Jana Carine;;;;20.03.1971
5C4280D6526B11E78DEF549CF4B14D54;eka;16.06.2017;B101743381;Wegameyer;Hannes Ulrich;;;;24.03.1971
5C4280D7526B11E78DEF549CF4B14D54;eka;16.06.2017;O101571980;INESLAN;Hiang-Hwa;;;;21.08.1968
5C42A7E0526B11E78DEF549CF4B14D54;eka;16.06.2017;D101588576;Wkegarir;Tanja Ursula;;;;15.09.1959
5C42A7E1526B11E78DEF549CF4B14D54;eka;16.06.2017;A100400165;IOKCH;Maria Do Ceu;;;;17.01.1976
5C42A7E2526B11E78DEF549CF4B14D54;eka;16.06.2017;B100933371;Letameyer;Ilja;;;;21.10.1968
5C42A7E3526B11E78DEF549CF4B14D54;eka;16.06.2017;I100773465;Hynike;Darrell;;;;03.01.1930
5C42A7E4526B11E78DEF549CF4B14D54;eka;16.06.2017;V101419830;Weädcht;Cassen;;;;15.11.1954
5C42A7E5526B11E78DEF549CF4B14D54;eka;16.06.2017;P100479858;EARUI;Friederike Irmela Rosemarie;;;;21.01.1975
5C42A7E6526B11E78DEF549CF4B14D54;eka;16.06.2017;W101605562;Rugetza;Nguyen;;;;19.07.1967
5C42A7E7526B11E78DEF549CF4B14D54;eka;16.06.2017;U101164026;EARUI;Ylvi;;;;25.09.1980
5C42CEF0526B11E78DEF549CF4B14D54;eka;16.06.2017;X100469218;PEVOC;Paula Josefine;;;;17.01.1974
5C42CEF1526B11E78DEF549CF4B14D54;eka;16.06.2017;U100662820;Fdjcmstzt;Hajnalka;;;;04.11.1983
5C42CEF2526B11E78DEF549CF4B14D54;eka;16.06.2017;U101477451;Tützi;Hans-Dieter;;;;20.05.1949
5C42CEF3526B11E78DEF549CF4B14D54;eka;16.06.2017;B101070510;GUIERE;Lilli Frida;;;;22.11.1960
5C42CEF4526B11E78DEF549CF4B14D54;eka;16.06.2017;F101753431;SOIMEIS;Ute von;;;;17.07.1948
5C42CEF5526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101832356;Voirthäm;Julian Oliver;;;;09.05.1965
5C42CEF6526B11E78DEF549CF4B14D54;eka;16.06.2017;D100860115;Trittke;Tanja Simone;;;;11.04.1988
5C42CEF7526B11E78DEF549CF4B14D54;eka;16.06.2017;E100058105;SRRMODTNIN;Noah Dylan;;;;20.10.1983
5C42CEF8526B11E78DEF549CF4B14D54;eka;16.06.2017;S101402170;RUIáNEN;Dietrich-Rainer;;;;06.02.1975
5C42CEF9526B11E78DEF549CF4B14D54;eka;16.06.2017;V100416605;NOIGCH;Leyli;;;;08.02.1962
5C42CEFA526B11E78DEF549CF4B14D54;eka;16.06.2017;Q100168228;Bäjera;Beat;;;;17.08.1956
5C42F600526B11E78DEF549CF4B14D54;eka;16.06.2017;L101235450;Ulioici;Abdalbary;;;;28.06.1967
5C42F601526B11E78DEF549CF4B14D54;eka;16.06.2017;M101839414;SEHLmeyer;Bodo;;;;16.03.1971
5C42F602526B11E78DEF549CF4B14D54;eka;16.06.2017;T100802358;Kstiren;Hajo Dirk;;;;30.06.1982
5C42F603526B11E78DEF549CF4B14D54;eka;16.06.2017;A101963068;JIKESEO;Carl-Werner;;;;31.08.1987
5C42F604526B11E78DEF549CF4B14D54;eka;16.06.2017;R100134875;Seärdogin;Lara Franziska;;;;22.09.1968
5C42F605526B11E78DEF549CF4B14D54;eka;16.06.2017;A100216633;Hienes;ANGELA;;;;27.04.1959
5C42F606526B11E78DEF549CF4B14D54;eka;16.06.2017;S101849786;KNEÄF;Angelique Maria;;;;23.06.1974
5C42F607526B11E78DEF549CF4B14D54;eka;16.06.2017;B101593976;Rendog;Jolien Marie;;;;21.02.1938
5C42F608526B11E78DEF549CF4B14D54;eka;16.06.2017;J100521995;HIÄEOSEI;Vaouika;;;;29.10.1986
5C42F609526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101756430;JUHENNA KRIÄ;Milijada;;;;09.12.1963
5C42F60A526B11E78DEF549CF4B14D54;eka;16.06.2017;B101746109;Lyrirenen;Margareth;;;;21.05.1963
5C42F60B526B11E78DEF549CF4B14D54;eka;16.06.2017;F101935008;Spetzik;Milomirka;;;;24.09.1959
5C431D10526B11E78DEF549CF4B14D54;eka;16.06.2017;M100181202;Tr gin;Hieu Minh;;;;15.01.1957
5C431D11526B11E78DEF549CF4B14D54;eka;16.06.2017;K101286620;Lygen;Abdalbary;;;;16.05.1959
5C431D12526B11E78DEF549CF4B14D54;eka;16.06.2017;X101233308;Stiädte;Ural;;;;24.10.1956
5C431D13526B11E78DEF549CF4B14D54;eka;16.06.2017;A102017470;FÄINCETZLER;Theresa Maria;;;;19.09.1961
5C431D14526B11E78DEF549CF4B14D54;eka;16.06.2017;S100319134;Piogl;Sahbender;;;;30.03.1953
5C431D15526B11E78DEF549CF4B14D54;eka;16.06.2017;A101566651;GUIHRKEGEN;Folkward;;;;20.06.1970
5C431D16526B11E78DEF549CF4B14D54;eka;16.06.2017;J102010536;LAUNGRÄIO;Nastassia;;;;13.01.1974
5C431D17526B11E78DEF549CF4B14D54;eka;16.06.2017;N100808865;WOLKII;Yasar;;;;31.12.1946
5C431D18526B11E78DEF549CF4B14D54;eka;16.06.2017;T100460452;Glügglin;Felicitas-Jutta;;;;31.05.1970
5C431D19526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101081680;Avpyill;Emanuel Ante;Dr.;;;29.10.1961
5C434420526B11E78DEF549CF4B14D54;eka;16.06.2017;X100439785;Trurr;Esmeralda;;;;22.11.1975
5C434421526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100479871;Boinen-Leng;Kimberly;;;;20.11.1969
5C434422526B11E78DEF549CF4B14D54;eka;16.06.2017;J100400265;Zerrin;Martin Alexander;;;;26.09.1987
5C434423526B11E78DEF549CF4B14D54;eka;16.06.2017;K100641039;MENNIMANN;Godhard;;;;25.01.1964
5C434424526B11E78DEF549CF4B14D54;eka;16.06.2017;W100897493;KRKEGI;Heilwig;;;;22.08.1975
5C434425526B11E78DEF549CF4B14D54;eka;16.06.2017;Z100311435;Srrorbin;Lea Marie;;;;20.07.1979
5C434426526B11E78DEF549CF4B14D54;eka;16.06.2017;A100608231;DÄIPREE;Theresa Maria;;;;23.12.1973
5C434427526B11E78DEF549CF4B14D54;eka;16.06.2017;M101634383;Jyhlsdurff;Nicole;;;;15.09.1962
5C434428526B11E78DEF549CF4B14D54;eka;16.06.2017;J101510221;FIETH;Angelique Maria;;;;22.08.1972
5C434429526B11E78DEF549CF4B14D54;eka;16.06.2017;J100565000;Kusjekow-Hiokch;Jana-Lurina;;;;21.02.1958
5C43442A526B11E78DEF549CF4B14D54;eka;16.06.2017;D101365407;Bestmlin;Begona;;;;28.01.1971
5C436B30526B11E78DEF549CF4B14D54;eka;16.06.2017;U100989165;SÄIRD;Said Ahmet;;;;12.03.1975
5C436B31526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101062118;KROIHN;Niels-Andre;;;;07.09.1965
5C436B32526B11E78DEF549CF4B14D54;eka;16.06.2017;Q100245083;Elmez;Lia-Vanda;;;;08.12.1977
5C436B33526B11E78DEF549CF4B14D54;eka;16.06.2017;U101622702;Droimen;Shabana;;;;06.10.1956
5C436B34526B11E78DEF549CF4B14D54;eka;16.06.2017;G100944728;Sensmeyer;Schazia;;;;22.12.1982
5C436B35526B11E78DEF549CF4B14D54;eka;16.06.2017;S100504430;WÄCHBINN;Burgunde;;;;18.09.1975
5C436B36526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101524187;MÄIHLEOBEKE;Tanja Simone;;;;14.07.1963
5C436B37526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101815298;WI BERREN;Kim-Fabiene;;;;17.10.1989
5C436B38526B11E78DEF549CF4B14D54;eka;16.06.2017;L101077035;PRENKL;Vahdet;;;;11.08.1973
5C436B39526B11E78DEF549CF4B14D54;eka;16.06.2017;R100348640;Nimoruvsel;Sofia-Despoina;;;;06.11.1995
5C436B3A526B11E78DEF549CF4B14D54;eka;16.06.2017;X100275977;RUGOTZ;Arifin;;;;04.09.1984
5C436B3B526B11E78DEF549CF4B14D54;eka;16.06.2017;H101712670;Hiäßmenn-Weben;Luigia;;;;26.01.2012
5C439240526B11E78DEF549CF4B14D54;eka;16.06.2017;C100171364;Otzi-Heädchbenger;Ute-Christine;;;;25.12.1987
5C439241526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101929375;Aazdwttx;Hieu Minh;;;;23.09.1964
5C439242526B11E78DEF549CF4B14D54;eka;16.06.2017;O100561077;KUCKOEL;Marta Susana;;;;09.05.1965
5C439243526B11E78DEF549CF4B14D54;eka;16.06.2017;T101831309;BOHLmeyer;MARLENE;;;;03.03.1959
5C439244526B11E78DEF549CF4B14D54;eka;16.06.2017;M101057148;WENNAGAT;Carl-Heinz;;;;27.02.1988
5C439245526B11E78DEF549CF4B14D54;eka;16.06.2017;A101960668;Krstschin;Abdulaziz;;;;03.02.1978
5C439246526B11E78DEF549CF4B14D54;eka;16.06.2017;G101183748;Hertki;Thies;;;;28.09.1950
5C439247526B11E78DEF549CF4B14D54;eka;16.06.2017;B100923851;Depszmy;Nina Rosa;;;;05.09.1951
5C439248526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101727113;Srrunheon;Mara Faye;;;;23.07.1956
5C439249526B11E78DEF549CF4B14D54;eka;16.06.2017;E101271323;Gstdio;Noah Dylan;;;;02.07.1980
5C43924A526B11E78DEF549CF4B14D54;eka;16.06.2017;J101712965;Heskio;Jörg Detlev;;;;02.07.1955
5C43B950526B11E78DEF549CF4B14D54;eka;16.06.2017;D101780573;GERAÄ;Sabine Claudia;;;;03.04.1958
5C43B951526B11E78DEF549CF4B14D54;eka;16.06.2017;U101294122;Owvmezhmf;Wolf-Andreas;;;;21.04.1982
5C43B952526B11E78DEF549CF4B14D54;eka;16.06.2017;C101819942;Srroffl;Dietrich-Rainer;;;;01.04.1976
5C43B953526B11E78DEF549CF4B14D54;eka;16.06.2017;O100880743;Kotzit;Ute-Christine;;;;26.01.1977
5C43B954526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101245526;Serdio;Claus-Joachim;;;;06.04.1969
5C43B955526B11E78DEF549CF4B14D54;eka;16.06.2017;R101435040;Juncheät;Bodo;;;;10.06.1955
5C43B956526B11E78DEF549CF4B14D54;eka;16.06.2017;R101404653;Hemkios;Julien-Osahon;;;;19.04.1978
5C43B957526B11E78DEF549CF4B14D54;eka;16.06.2017;I101553585;Holtinspenger;Enikö-Rita;;;;11.04.1968
5C43B958526B11E78DEF549CF4B14D54;eka;16.06.2017;M101495957;HERNASS;Kee Chang David;;;;27.09.1960
5C43B959526B11E78DEF549CF4B14D54;eka;16.06.2017;S100346446;Wokuff;Sarah Leonie;;;;06.01.1980
5C43B95A526B11E78DEF549CF4B14D54;eka;16.06.2017;K100916692;Wokuff;Walter Johann;;;;28.08.1962
5C43E060526B11E78DEF549CF4B14D54;eka;16.06.2017;L101178849;PRENKL;Feuke;;;;09.05.1986
5C43E061526B11E78DEF549CF4B14D54;eka;16.06.2017;I101069970;PRENKL;M.heinrich;;;;06.02.1992
5C43E062526B11E78DEF549CF4B14D54;eka;16.06.2017;D101974156;Imnxg;Leyli;;;;06.11.1974
5C43E063526B11E78DEF549CF4B14D54;eka;16.06.2017;B100812502;Zomen;Roghaieh;;;;25.10.1959
5C43E064526B11E78DEF549CF4B14D54;eka;16.06.2017;N100602060;PFENNKÄRRIO;Ubiratan;;;;18.11.1985
5C43E065526B11E78DEF549CF4B14D54;eka;16.06.2017;J101044714;GRURDI-HERTLAGE;Tanase;;;;25.05.1962
5C43E066526B11E78DEF549CF4B14D54;eka;16.06.2017;P100327782;Reasmeyer;Ana-Sofia;;;;29.12.1969
5C43E067526B11E78DEF549CF4B14D54;eka;16.06.2017;N100080782;BISSENT;Michael Rolf Lutz;;;;24.01.1974
5C43E068526B11E78DEF549CF4B14D54;eka;16.06.2017;D100397858;MEIOTCHE;Katharina Joanna;;;;22.07.1962
5C43E069526B11E78DEF549CF4B14D54;eka;16.06.2017;N101862770;Erdoun;Sebastian Johannes;;;;15.12.1940
5C440770526B11E78DEF549CF4B14D54;eka;16.06.2017;X101040943;Ogrgoo;Clemens Rasmus;;;;13.09.1987
5C440771526B11E78DEF549CF4B14D54;eka;16.06.2017;K101330992;Lüssio;Elenuta-Vasilica;;;;03.09.1987
5C440772526B11E78DEF549CF4B14D54;eka;16.06.2017;W100339781;ERTCHT;Luca Elias;;;;29.08.1980
5C440773526B11E78DEF549CF4B14D54;eka;16.06.2017;T100466772;Brudt;Jonte Thorbjörn;;;;28.04.1963
5C440774526B11E78DEF549CF4B14D54;eka;16.06.2017;I101136377;ELAWO;Theresa Maria;;;;06.09.1964
5C440775526B11E78DEF549CF4B14D54;eka;16.06.2017;M100590111;BIÄRRRUWOER;Nii Lante;;;;24.12.1970
5C440776526B11E78DEF549CF4B14D54;eka;16.06.2017;F100968145;Lebahn;Marc-Thilo;Dr.;;;07.10.1957
5C440777526B11E78DEF549CF4B14D54;eka;16.06.2017;W100074269;CH FEKO;Linda Sophia;;;;10.01.1978
5C440778526B11E78DEF549CF4B14D54;eka;16.06.2017;N100257269;KIWENKUPF;Ilja;;aus dem;;06.02.1987
5C440779526B11E78DEF549CF4B14D54;eka;16.06.2017;O100754140;Bliamayr;Dietmar Norbert;;;;11.03.1989
5C44077A526B11E78DEF549CF4B14D54;eka;16.06.2017;D100300551;DREASS;Greta Carlotta;;;;24.11.1960
5C44077B526B11E78DEF549CF4B14D54;eka;16.06.2017;P102038007;Lorimeyer;Marc-Thilo;;;;14.03.1954
5C442E80526B11E78DEF549CF4B14D54;eka;16.06.2017;U101116634;Hemkios;Michael Karl;;;;06.09.1957
5C442E81526B11E78DEF549CF4B14D54;eka;16.06.2017;P101778815;HENGLAÄTIN;Witalij;;;;25.04.1994
5C442E82526B11E78DEF549CF4B14D54;eka;16.06.2017;F101809429;GERVS;Ural;;;;18.05.1968
5C442E83526B11E78DEF549CF4B14D54;eka;16.06.2017;N100799647;SEMANODUÄ;Liliana Mariella;;;;19.03.1969
5C442E84526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101900565;BLEI ;Jan Aje;;;;01.12.1939
5C442E85526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101418597;SRRLUBECH;Abdulaziz;;;;11.06.1982
5C442E86526B11E78DEF549CF4B14D54;eka;16.06.2017;G101551056;Heäpmeyer;Ivica;;;;20.08.1987
5C442E87526B11E78DEF549CF4B14D54;eka;16.06.2017;H101021938;Krygin-Ruth;Rene Heinz;;;;27.08.1977
5C442E88526B11E78DEF549CF4B14D54;eka;16.06.2017;H100540104;THUDI;Ylvi;;;;15.02.1984
5C442E89526B11E78DEF549CF4B14D54;eka;16.06.2017;U100958160;Kiäsmeyer;Anne-Katherina;;;;07.10.1948
5C442E8A526B11E78DEF549CF4B14D54;eka;16.06.2017;K101004407;Rytgins;Gerd-Josef;;;;05.06.1990
5C445590526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100300808;Sirdch;Carl-Werner;;;;05.01.1965
5C445591526B11E78DEF549CF4B14D54;eka;16.06.2017;C101312593;GRYNmeyer;Begona;;;;29.07.1960
5C445592526B11E78DEF549CF4B14D54;eka;16.06.2017;N101727066;Tr nkli;Abdalbary;;;;09.10.1987
5C445593526B11E78DEF549CF4B14D54;eka;16.06.2017;O101813111;IOGCH DR MED;Kawe;;;;19.07.1944
5C445594526B11E78DEF549CF4B14D54;eka;16.06.2017;C100780719;VIEGmeyer;Kurt-Rüdiger;;;;02.08.1948
5C445595526B11E78DEF549CF4B14D54;eka;16.06.2017;L101471016;Lehrmeyer;Abdel Salam;;;;14.08.1991
5C445596526B11E78DEF549CF4B14D54;eka;16.06.2017;L100345641;Srrremm;Dirk Paul;;;;15.05.1984
5C445597526B11E78DEF549CF4B14D54;eka;16.06.2017;V100539467;DÄIPREE;Marta Susana;;;;21.07.1957
5C445598526B11E78DEF549CF4B14D54;eka;16.06.2017;N101640756;Uckheäm;Nicole Stefanie;;;;14.07.1951
5C445599526B11E78DEF549CF4B14D54;eka;16.06.2017;D100347511;Srrnär;Angela Frfr.;;;;15.07.1953
5C44559A526B11E78DEF549CF4B14D54;eka;16.06.2017;M101524873;Hommlin;Lisa-Kristin;;;;13.09.1985
5C447CA0526B11E78DEF549CF4B14D54;eka;16.06.2017;N100515748;Hkedroks;Julien-Osahon;;;;11.11.1983
5C447CA1526B11E78DEF549CF4B14D54;eka;16.06.2017;O101996118;Fiozch;Alissa Zoe;;;;29.01.1959
